utc,window_index,chunk_index,node_index,answer,seconds,fixed_count,fixed_signature,reason
2026-05-02T14:30:29+00:00,0,30,4931,unsat,0.002,9,"12=2,13=1,14=2,15=2,16=0,17=2,18=0,19=2,20=0",
2026-05-02T14:30:29+00:00,0,30,4932,unsat,0.003,9,"12=0,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=0",
2026-05-02T14:30:29+00:00,0,30,4933,unsat,0.003,9,"12=1,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=0",
2026-05-02T14:30:29+00:00,0,30,4934,unsat,0.003,9,"12=2,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=0",
2026-05-02T14:30:29+00:00,0,30,4935,unsat,0.52,9,"12=0,13=0,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:29+00:00,0,30,4936,unsat,0.309,9,"12=1,13=0,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:30+00:00,0,30,4937,unsat,0.177,9,"12=2,13=0,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:31+00:00,0,30,4938,unsat,0.98,9,"12=0,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:31+00:00,0,30,4939,unsat,0.563,9,"12=1,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:32+00:00,0,30,4940,unsat,1.258,9,"12=2,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:33+00:00,0,30,4941,unsat,1.079,9,"12=0,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:34+00:00,0,30,4942,unsat,0.4,9,"12=1,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:34+00:00,0,30,4943,unsat,0.348,9,"12=2,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:36+00:00,0,30,4944,unsat,1.449,9,"12=0,13=0,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:36+00:00,0,30,4945,unsat,0.484,9,"12=1,13=0,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:36+00:00,0,30,4946,unsat,0.353,9,"12=2,13=0,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:37+00:00,0,30,4947,unsat,0.175,9,"12=0,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:38+00:00,0,30,4948,unsat,1.028,9,"12=1,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:38+00:00,0,30,4949,unsat,0.041,9,"12=2,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:39+00:00,0,30,4950,unsat,1.312,9,"12=0,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:39+00:00,0,30,4951,unsat,0.031,9,"12=1,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:39+00:00,0,30,4952,unsat,0.435,9,"12=2,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:42+00:00,0,30,4953,unsat,2.332,9,"12=0,13=0,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:43+00:00,0,30,4954,unsat,1.075,9,"12=1,13=0,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:44+00:00,0,30,4955,unsat,1.271,9,"12=2,13=0,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:48+00:00,0,30,4956,unsat,4.182,9,"12=0,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:49+00:00,0,30,4957,unsat,1.032,9,"12=1,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:50+00:00,0,30,4958,unsat,0.835,9,"12=2,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:53+00:00,0,30,4959,unsat,2.727,9,"12=0,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:53+00:00,0,30,4960,unsat,0.069,9,"12=1,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:54+00:00,0,30,4961,unsat,1.291,9,"12=2,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:54+00:00,0,30,4962,unsat,0.134,9,"12=0,13=0,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:55+00:00,0,30,4963,unsat,0.428,9,"12=1,13=0,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:55+00:00,0,30,4964,unsat,0.306,9,"12=2,13=0,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:56+00:00,0,30,4965,unsat,0.463,9,"12=0,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:58+00:00,0,30,4966,unsat,2.05,9,"12=1,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:59+00:00,0,30,4967,unsat,1.226,9,"12=2,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:30:59+00:00,0,30,4968,unsat,0.441,9,"12=0,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:00+00:00,0,30,4969,unsat,0.92,9,"12=1,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:01+00:00,0,30,4970,unsat,0.534,9,"12=2,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:01+00:00,0,30,4971,unsat,0.496,9,"12=0,13=0,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:02+00:00,0,30,4972,unsat,0.475,9,"12=1,13=0,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:02+00:00,0,30,4973,unsat,0.302,9,"12=2,13=0,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:02+00:00,0,30,4974,unsat,0.357,9,"12=0,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:04+00:00,0,30,4975,unsat,1.994,9,"12=1,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:05+00:00,0,30,4976,unsat,0.23,9,"12=2,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:05+00:00,0,30,4977,unsat,0.801,9,"12=0,13=2,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:06+00:00,0,30,4978,unsat,0.357,9,"12=1,13=2,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:06+00:00,0,30,4979,unsat,0.56,9,"12=2,13=2,14=1,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:08+00:00,0,30,4980,unsat,1.947,9,"12=0,13=0,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:12+00:00,0,30,4981,unsat,3.236,9,"12=1,13=0,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:14+00:00,0,30,4982,unsat,2.015,9,"12=2,13=0,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:16+00:00,0,30,4983,unsat,2.914,9,"12=0,13=1,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:21+00:00,0,30,4984,unsat,4.764,9,"12=1,13=1,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:23+00:00,0,30,4985,unsat,1.543,9,"12=2,13=1,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:25+00:00,0,30,4986,unsat,1.722,9,"12=0,13=2,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:25+00:00,0,30,4987,unsat,0.056,9,"12=1,13=2,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:25+00:00,0,30,4988,unsat,0.9,9,"12=2,13=2,14=2,15=1,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:26+00:00,0,30,4989,unsat,0.046,9,"12=0,13=0,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:26+00:00,0,30,4990,unsat,0.017,9,"12=1,13=0,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:26+00:00,0,30,4991,unsat,0.014,9,"12=2,13=0,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:26+00:00,0,30,4992,unsat,0.24,9,"12=0,13=1,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:26+00:00,0,30,4993,unsat,0.281,9,"12=1,13=1,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:27+00:00,0,30,4994,unsat,0.943,9,"12=2,13=1,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:27+00:00,0,30,4995,unsat,0.127,9,"12=0,13=2,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:27+00:00,0,30,4996,unsat,0.2,9,"12=1,13=2,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:28+00:00,0,30,4997,unsat,0.306,9,"12=2,13=2,14=0,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:28+00:00,0,30,4998,unsat,0.119,9,"12=0,13=0,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:28+00:00,0,30,4999,unsat,0.16,9,"12=1,13=0,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:28+00:00,0,30,5000,unsat,0.146,9,"12=2,13=0,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:28+00:00,0,30,5001,unsat,0.195,9,"12=0,13=1,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:29+00:00,0,30,5002,unsat,0.301,9,"12=1,13=1,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:29+00:00,0,30,5003,unsat,0.137,9,"12=2,13=1,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:29+00:00,0,30,5004,unsat,0.268,9,"12=0,13=2,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:29+00:00,0,30,5005,unsat,0.286,9,"12=1,13=2,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:30+00:00,0,30,5006,unsat,0.506,9,"12=2,13=2,14=1,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:30+00:00,0,30,5007,unsat,0.25,9,"12=0,13=0,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:30+00:00,0,30,5008,unsat,0.019,9,"12=1,13=0,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:30+00:00,0,30,5009,unsat,0.01,9,"12=2,13=0,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:31+00:00,0,30,5010,unsat,0.737,9,"12=0,13=1,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:32+00:00,0,30,5011,unsat,0.918,9,"12=1,13=1,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5012,unsat,1.985,9,"12=2,13=1,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5013,unsat,0.268,9,"12=0,13=2,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5014,unsat,0.216,9,"12=1,13=2,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5015,unsat,0.164,9,"12=2,13=2,14=2,15=2,16=1,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5016,unsat,0.087,9,"12=0,13=0,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:34+00:00,0,30,5017,unsat,0.067,9,"12=1,13=0,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:35+00:00,0,30,5018,unsat,0.006,9,"12=2,13=0,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:35+00:00,0,30,5019,unsat,0.153,9,"12=0,13=1,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:35+00:00,0,30,5020,unsat,0.419,9,"12=1,13=1,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:35+00:00,0,30,5021,unsat,0.104,9,"12=2,13=1,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:35+00:00,0,31,5022,unsat,0.22,9,"12=0,13=2,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:36+00:00,0,31,5023,unsat,0.18,9,"12=1,13=2,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:36+00:00,0,31,5024,unsat,0.101,9,"12=2,13=2,14=0,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:36+00:00,0,31,5025,unsat,0.426,9,"12=0,13=0,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:36+00:00,0,31,5026,unsat,0.197,9,"12=1,13=0,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:36+00:00,0,31,5027,unsat,0.104,9,"12=2,13=0,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:37+00:00,0,31,5028,unsat,0.362,9,"12=0,13=1,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:37+00:00,0,31,5029,unsat,0.665,9,"12=1,13=1,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:37+00:00,0,31,5030,unsat,0.022,9,"12=2,13=1,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:38+00:00,0,31,5031,unsat,0.557,9,"12=0,13=2,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:38+00:00,0,31,5032,unsat,0.124,9,"12=1,13=2,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:38+00:00,0,31,5033,unsat,0.193,9,"12=2,13=2,14=1,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:39+00:00,0,31,5034,unsat,0.212,9,"12=0,13=0,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:39+00:00,0,31,5035,unsat,0.445,9,"12=1,13=0,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:39+00:00,0,31,5036,unsat,0.058,9,"12=2,13=0,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:40+00:00,0,31,5037,unsat,0.554,9,"12=0,13=1,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:40+00:00,0,31,5038,unsat,0.418,9,"12=1,13=1,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:40+00:00,0,31,5039,unsat,0.076,9,"12=2,13=1,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:40+00:00,0,31,5040,unsat,0.36,9,"12=0,13=2,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5041,unsat,0.257,9,"12=1,13=2,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5042,unsat,0.064,9,"12=2,13=2,14=2,15=0,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5043,unsat,0.004,9,"12=0,13=0,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5044,unsat,0.003,9,"12=1,13=0,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5045,unsat,0.003,9,"12=2,13=0,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5046,unsat,0.01,9,"12=0,13=1,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5047,unsat,0.006,9,"12=1,13=1,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5048,unsat,0.004,9,"12=2,13=1,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5049,unsat,0.004,9,"12=0,13=2,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5050,unsat,0.004,9,"12=1,13=2,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5051,unsat,0.003,9,"12=2,13=2,14=0,15=1,16=2,17=2,18=0,19=2,20=0",
2026-05-02T14:31:41+00:00,0,31,5052,unsat,0.003,9,"12=0,13=0,14=1,15=1,16=2,17=2,18=0,19=2,20=0",
